Title,Year,Genre,Rating,Director,Cast,Votes,Description
Role Models,1999,Comedy,6.8,David Wain,"Paul Rudd, Seann William Scott, Elizabeth Banks, Christopher Mintz-Plasse",241406,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
Koe no katachi,1999,"Animation, Drama",8.1,Taichi Ishidate,"Naoko Yamada, Miyu Irino, Saori Hayami, Aoi Yûki, Kenshô Ono",101848,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
Insurgent,1999,"Action, Adventure, Sci-Fi",6.2,Robert Schwentke,"Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet",255477,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.
Magic Mike,1999,"Comedy, Drama, Music",6.1,Steven Soderbergh,"Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey",147391,"A male stripper teaches a younger performer how to party, pick up women, and make easy money."
The Hitchhiker's Guide to the Galaxy,1999,"Adventure, Comedy, Sci-Fi",6.7,Garth Jennings,"Martin Freeman, Yasiin Bey, Sam Rockwell, Zooey Deschanel",208591,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy."""
Ocean's Twelve,1999,"Crime, Thriller",6.5,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts, Catherine Zeta-Jones",414701,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel toOcean's Eleven(2001).
The Man from Earth,1999,"Drama, Fantasy, Mystery",7.8,Richard Schenkman,"David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford",200530,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.
Justice League,1999,"Action, Adventure, Fantasy",6.1,Zack Snyder,"Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller",479137,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy."
Orion and the Dark,1999,"Animation, Adventure, Comedy",6.3,Sean Charmatz,"Jacob Tremblay, Paul Walter Hauser, Colin Hanks, Mia Akemi Brown",12886,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark."
Ad Astra,1999,"Adventure, Drama, Mystery",6.5,James Gray,"Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland",260888,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe."
Maximum Overdrive,1999,"Action, Comedy, Horror",5.4,Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith",35943,A group of people try to survive when machines start to come alive and become homicidal.
Captain Phillips,1999,"Action, Biography, Crime",7.8,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener",493356,"The true story of CaptainRichard Phillipsand the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
Fast Five,1999,"Action, Crime, Thriller",7.3,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",407751,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
Power Rangers,1999,"Action, Adventure, Fantasy",5.9,Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin",113990,"When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers."
Sleepy Hollow,1999,"Fantasy, Horror, Mystery",7.3,Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon",384395,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.
Die Another Day,1999,"Action, Adventure, Thriller",6.1,Lee Tamahori,"Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens",229370,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon."
The Magnificent Seven,1999,"Action, Adventure, Drama",7.7,John Sturges,"Yul Brynner, Steve McQueen, Charles Bronson, Eli Wallach",102708,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
Catching Fire: The Story of Anita Pallenberg,1999,Documentary,7.3,Alexis Bloom,"Svetlana Zill, Anita Pallenberg, Volker Schlöndorff, Metka Kosak, Stash Klossowski",96,"This intimate documentary reveals the story of a fierce rock 'n' roller, actress, muse and mother who rose to prominence in the 1960s and 1970s."
The Mighty Ducks,1999,"Comedy, Drama, Family",6.6,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling",71936,A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.
Endless Love,1999,"Drama, Romance",4.9,Franco Zeffirelli,"Brooke Shields, Martin Hewitt, Shirley Knight, Don Murray",9602,"Parental disapproval of a passionate romance between two teenagers leads to arguments, circumstance, insanity and tragedy."
Heavenly Creatures,1999,"Biography, Crime, Drama",7.3,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent",67475,"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge."
Teenage Mutant Ninja Turtles,1999,"Action, Adventure, Comedy",5.8,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher",220255,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
The Insider,1999,"Biography, Drama, Thriller",7.8,Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora",180540,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
Hot Tub Time Machine,1999,"Comedy, Sci-Fi",6.4,Steve Pink,"John Cusack, Rob Corddry, Craig Robinson, Clark Duke",186769,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born."
Inherent Vice,1999,"Comedy, Crime, Drama",6.6,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston",110866,"In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend."
Sanctuary,1999,"Drama, Thriller",6.3,Zachary Wigon,"Christopher Abbott, Margaret Qualley, Francisco Castaneda, Kathie Young",8426,"Hal attempts to end his secret relationship with dominatrix Rebecca. A battle of wills ensues over the course of one incredibly fraught night, with both struggling to keep the upper hand as the power dynamics swing wildly back and forth."
Forgetting Sarah Marshall,1999,"Comedy, Drama, Romance",7.1,Nicholas Stoller,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",302834,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend."
3:10 to Yuma,1999,"Action, Crime, Drama",7.6,James Mangold,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman",331499,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
The Twilight Saga: New Moon,1999,"Adventure, Drama, Fantasy",4.8,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Christina Jastrzembska",300456,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly."
57 Seconds,1999,"Sci-Fi, Thriller",5.4,Rusty Cundieff,"Josh Hutcherson, Morgan Freeman, Greg Germann, Lovie Simone",7962,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past."
Funny Games,1999,"Crime, Drama, Thriller",7.5,Michael Haneke,"Susanne Lothar, Ulrich Mühe, Arno Frisch, Frank Giering",84339,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
El secreto de sus ojos,1999,"Drama, Mystery, Romance",8.2,Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo",222745,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
Now You See Me 2,1999,"Action, Adventure, Comedy",6.4,Jon M. Chu,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco",321946,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
Angels & Demons,1999,"Action, Mystery, Thriller",6.7,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",309980,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1999,Comedy,7.4,Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell, Chester",442983,Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world.
Shazam! Fury of the Gods,1999,"Action, Adventure, Comedy",5.9,David F. Sandberg,"Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler",125276,"The film continues the story of teenage Billy Batson who, upon reciting the magic word ""SHAZAM!"" is transformed into his adult Super Hero alter ego, Shazam."
Match Point,1999,"Drama, Romance, Thriller",7.6,Woody Allen,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer, Matthew Goode",228349,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
Wreck-It Ralph,1999,"Animation, Adventure, Comedy",7.7,Rich Moore,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman",459276,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
The Ides of March,2021,"Drama, Thriller",7.1,George Clooney,"Paul Giamatti, George Clooney, Philip Seymour Hoffman, Ryan Gosling",231033,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.
What Happened to Monday,2021,"Action, Crime, Fantasy",6.8,Tommy Wirkola,"Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari",134778,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
Haunted Mansion,2021,"Comedy, Drama, Family",6,Justin Simien,"LaKeith Stanfield, Rosario Dawson, Owen Wilson, Tiffany Haddish",43039,"A single mom named Gabbie hires a tour guide, a psychic, a priest and a historian to help exorcise her newly bought mansion after discovering it is inhabited by ghosts."
Demolition Man,2021,"Action, Sci-Fi, Thriller",6.7,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne",193725,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
Brightburn,2021,"Drama, Horror, Mystery",6.1,David Yarovesky,"Elizabeth Banks, David Denman, Jackson A. Dunn, Abraham Clinkscales",108055,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?"
The Descendants,2021,"Comedy, Drama",7.3,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",252040,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
Rope,2021,"Crime, Drama, Mystery",7.9,Alfred Hitchcock,"James Stewart, John Dall, Farley Granger, Dick Hogan",154065,Two men try to convince themselves they've committed the perfect murder by hosting a dinner party after strangling a former classmate to death.
Belfast,2021,"Biography, Drama, Romance",7.2,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitríona Balfe, Jamie Dornan",92746,A young boy and his working-class Belfast family experience the tumultuous late 1960s.
Sabari,2021,"Action, Drama, Family",8.2,Anilkatz,"Varalaxmi Sarathkumar, Ganesh Venkatraman, Shashank Siddamsetty, Mime Gopi",2031,"A single mother battles her past demons to safeguard her child's future, facing daunting challenges to shield her daughter from imminent danger."
Blockers,2021,"Comedy, Drama",6.2,Kay Cannon,"Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton",86148,Three parents try to stop their daughters from losing their virginity on prom night.
Bombshell,2021,"Biography, Drama",6.8,Jay Roach,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow",127120,A group of women take on Fox News headRoger Ailesand the toxic atmosphere he presided over at the network.
Doraibu mai kâ,2021,Drama,7.5,Ryûsuke Hamaguchi,"Hidetoshi Nishijima, Tôko Miura, Reika Kirishima, Masaki Okada",66218,A renowned stage actor and director learns to cope with a big personal loss when he receives an offer to direct a production of Uncle Vanya in Hiroshima.
