Title,Year,Genre,Rating,Director,Cast,Votes,Description
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",2023,"Animation, Action, Drama",8.1,Hideaki Anno,"Kazuya Tsurumaki, Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",64520,Concurrent theatrical ending of the TV seriesShinseiki Evangelion(1995).
Dogfight,2023,"Comedy, Drama, Romance",7.3,Nancy Savoca,"River Phoenix, Lili Taylor, Richard Panebianco, Anthony Clark",10092,"Before leaving to fight in Vietnam, a group of teenagers play a game where they try to seduce the ugliest girl they can find."
Samurai Cop,2023,"Action, Crime, Thriller",4.5,Amir Shervan,"Robert Z'Dar, Mathew Karedas, Janis Farley, Mark Frazer",10157,"Joe Marshall and Frank Washington are two tenacious police detectives who seek at all costs to stop the Katana, a renegade Yakuza gang composed of violent and sadistic killers who want to lead the drug trade in Los Angeles."
Rocky V,2023,"Drama, Sport",5.4,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Sage Stallone",150820,"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success."
Eighth Grade,2023,"Comedy, Drama",7.4,Bo Burnham,"Elsie Fisher, Josh Hamilton, Emily Robinson, Jake Ryan",82606,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.
Father of the Bride,2012,"Comedy, Drama, Romance",5.9,Gary Alazraki,"Andy Garcia, Gloria Estefan, Adria Arjona, Isabela Merced",13096,"A father's coming to grips with his daughter's upcoming wedding through the prism of multiple relationships within a big, sprawling Cuban-American clan."
Okja,2012,"Action, Adventure, Drama",7.3,Bong Joon Ho,"Tilda Swinton, Paul Dano, Ahn Seo-hyun, Jake Gyllenhaal",132396,"A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja."
Desperately Seeking Susan,2012,"Comedy, Drama",6.1,Susan Seidelman,"Rosanna Arquette, Madonna, Aidan Quinn, Mark Blum",26132,A bored New Jersey suburban housewife's fascination with a free-spirited woman she has read about in the personal columns leads to her being mistaken for the woman herself.
Scoob!,2012,"Animation, Adventure, Comedy",5.6,Tony Cervone,"Will Forte, Mark Wahlberg, Jason Isaacs, Gina Rodriguez",30106,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined."
The Smurfs,2012,"Animation, Adventure, Comedy",5.4,Raja Gosnell,"Hank Azaria, Katy Perry, Jonathan Winters, Neil Patrick Harris",96884,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City."
Under Siege 2: Dark Territory,2012,"Action, Adventure, Thriller",5.5,Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",50227,"Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite."
Faithfully Yours,2012,Thriller,5.8,André van Duren,"Bracha van Doesburgh, Nasrdin Dchar, Gijs Naber, Elise Schaap",6335,"Best friends Bodil and Isabel, apparently happily married, sneak off for secret affairs using each other as an alibi. But when Isabel is killed when they were supposed to have been together. Bodil gets caught up in her own web of lies."
River Wild,2012,"Action, Adventure, Thriller",5.4,Ben Ketai,"Leighton Meester, Taran Killam, Adam Brody, Olivia Swann",5191,Follows a pair of siblings who love but distrust each other as they embark on a white-water rafting trip with a small group. One of their friends from childhood turns out to be more dangerous than he appears.
Mr. Right,2012,"Action, Comedy, Romance",6.3,Paco Cabezas,"Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone",61265,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him."
A Dangerous Method,2012,"Biography, Drama, Romance",6.4,David Cronenberg,"Michael Fassbender, Keira Knightley, Viggo Mortensen, Vincent Cassel",108449,A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.
Mama,2012,"Fantasy, Horror, Thriller",6.2,Andy Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",191245,"After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family."
Norbit,2012,"Comedy, Romance",4.2,Brian Robbins,"Eddie Murphy, Thandiwe Newton, Terry Crews, Clifton Powell",79857,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her."
Phantom of the Paradise,2012,"Comedy, Drama, Fantasy",7.3,Brian De Palma,"Paul Williams, William Finley, Jessica Harper, Gerrit Graham",22461,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise."
Fall Guy,2012,"Crime, Drama, Thriller",3.9,Joel Lamangan,"Sean De Guzman, Glydel Mercado, Shamaine Buencamino, Jim Pebanco",280,A sexy political drama about a man who's blamed for a crime he didn't do. Will justice be ever served to small people like him?
Night of the Comet,2012,"Comedy, Horror, Sci-Fi",6.3,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Sharon Farrell",24217,"A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists."
Waitress,2012,"Comedy, Drama, Romance",7,Adrienne Shelly,"Keri Russell, Nathan Fillion, Jeremy Sisto, Cheryl Hines",48866,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness."
The Uninvited,2012,"Drama, Fantasy, Horror",6.3,Charles Guard,"Thomas Guard, Emily Browning, Arielle Kebbel, Elizabeth Banks, David Strathairn",85176,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her father's new girlfriend and ghastly visions of her dead mother."
True Story,2012,"Biography, Crime, Drama",6.3,Rupert Goold,"James Franco, Jonah Hill, Felicity Jones, Maria Dizzia",73019,When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.
The Lie,2012,"Drama, Thriller",5.8,Veena Sud,"Peter Sarsgaard, Mireille Enos, Joey King, Cas Anvar",20380,"A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences."
Notorious,2012,"Drama, Film-Noir, Romance",7.9,Alfred Hitchcock,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",107409,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?
Skin,2012,"Biography, Crime, Drama",6.8,Guy Nattiv,"Jamie Bell, Danielle Macdonald, Daniel Henshall, Bill Camp",18867,"A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves."
Drishyam,2012,"Crime, Drama, Mystery",8.2,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor",94634,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
The Guardian,2012,"Action, Adventure, Drama",6.9,Andrew Davis,"Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller",98126,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's ""A"" School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice."
To Catch a Thief,2012,"Mystery, Romance, Thriller",7.4,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams",79916,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.
Death at a Funeral,2012,Comedy,7.3,Frank Oz,"Matthew Macfadyen, Peter Dinklage, Ewen Bremner, Keeley Hawes",121105,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.
Letters from Iwo Jima,2012,"Action, Adventure, Drama",7.8,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase",170238,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
Jersey Girl,2012,"Comedy, Drama, Romance",6.2,Kevin Smith,"Ben Affleck, Liv Tyler, Raquel Castro, Betty Aberlin",70580,A widower must look after his precocious daughter and rebuild his life and career after he's sidelined by an unexpected tragedy and a personal blowup.
The Time Traveler's Wife,2012,"Comedy, Drama, Fantasy",7.1,Robert Schwentke,"Eric Bana, Rachel McAdams, Ron Livingston, Michelle Nolden",158076,"Henry DeTamble, a librarian, possesses a unique gene that lets him involuntarily travel through time. His wife, Claire Abshire, finds it difficult to cope with it."
Bros,2012,"Comedy, Romance",6.4,Nicholas Stoller,"Billy Eichner, Luke Macfarlane, Guy Branum, Miss Lawrence",35208,Two men with commitment problems attempt a relationship.
Girl You Know It's True,2012,"Biography, Drama, Music",7.3,Simon Verhoeven,"Matthias Schweighöfer, Bella Dayne, Graham Rogers, Natasha Loring",978,"Dancers Pilatus and Morvan rise to fame in the late 1980's who become stars with No.1 hits and won Grammy. The duo never sang a word in their songs and the truth was revealed, they stared as one of the biggest scandals in music history."
Perfect,2012,"Drama, Romance",4.7,James Bridges,"John Travolta, Jamie Lee Curtis, Ramey Ellis, Alma Beltran",6007,"A female aerobics instructor meets a male reporter doing a story on health clubs, but it isn't love at first sight."
Gabriel's Inferno: Part One,2012,Romance,5.9,Tosca Musk,"Melanie Zanetti, Giulio Berruti, James Andrew Fraser, Margaux Brooke",3792,"An intriguing exploration of seduction, forbidden love, and redemption, a captivating and passionate tale of one man's escape from his own personal hell as he tries to earn the impossible: forgiveness and love."
Sex Tape,2012,"Comedy, Romance",5.1,Jake Kasdan,"Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper",118126,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts."
Deadfall,2012,"Action, Adventure, Crime",6.2,Stefan Ruzowitzky,"Eric Bana, Olivia Wilde, Charlie Hunnam, Sissy Spacek",41097,Two siblings decide to fend for themselves in the wake of a botched casino heist and their unlikely reunion during another family's Thanksgiving celebration.
From Beyond,2012,"Horror, Sci-Fi",6.6,Stuart Gordon,"Jeffrey Combs, Barbara Crampton, Ted Sorel, Ken Foree",30853,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms."
Monster Hunter,2012,"Action, Adventure, Fantasy",5.2,Paul W.S. Anderson,"Milla Jovovich, Tony Jaa, Ron Perlman, Tip 'T.I.' Harris",68239,"When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom."
Naked Fear,2012,"Horror, Thriller",5.1,Thom Eberhardt,"Sonja Runar, Ronald Dunas, Arron Shiver, J.D. Garfield",2919,"Diana arrives in a town to start a new job. She's threatened into working as an exotic dancer. She's later kidnapped and let loose naked in the wilderness as prey for the psycho hunter, like many women before her. Will she survive?"
De slag om de Schelde,2012,"Drama, War",7.1,Matthijs van Heijningen Jr.,"Gijs Blom, Jamie Flatters, Susan Radder, Jan Bijvoet",37177,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom."
Darkman,2012,"Action, Sci-Fi, Thriller",6.4,Sam Raimi,"Liam Neeson, Frances McDormand, Colin Friels, Larry Drake",69968,A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.
The Good Dinosaur,2012,"Animation, Adventure, Comedy",6.7,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",127683,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend."
The Secret of NIMH,2012,"Animation, Adventure, Drama",7.5,Don Bluth,"Elizabeth Hartman, Derek Jacobi, Dom DeLuise, Arthur Malet",45270,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she suspected."
The Squid and the Whale,2012,"Comedy, Drama",7.3,Noah Baumbach,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg",90560,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.
Frances Ha,2012,"Comedy, Drama, Romance",7.4,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen",94484,"A New York woman apprentices for a dance company and throws herself headlong into her dreams, even as the possibility of realizing them dwindles."
Sudden Impact,2012,"Action, Crime, Thriller",6.6,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman",48774,"When a woman exacts deadly revenge on the aggressors who raped her and her sister ten years earlier, Inspector ""Dirty"" Harry Callahan is assigned to the case."
All the President's Men,2012,"Drama, History, Thriller",7.9,Alan J. Pakula,"Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam",126261,"""The Washington Post"" reportersBob WoodwardandCarl Bernsteinuncover the details of the Watergate scandal that leads to PresidentRichard Nixon's resignation."
Locke,2012,Drama,7.1,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",159747,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence."
Pirate Radio,2012,"Comedy, Drama, Music",7.3,Richard Curtis,"Philip Seymour Hoffman, Bill Nighy, Nick Frost, Michael Hadley",116150,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves."
The Manchurian Candidate,2012,"Drama, Mystery, Sci-Fi",6.6,Jonathan Demme,"Denzel Washington, Liev Schreiber, Meryl Streep, Kimberly Elise",116768,"In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes."
Hair,2012,"Comedy, Drama, Musical",7.5,Milos Forman,"John Savage, Treat Williams, Beverly D'Angelo, Annie Golden",40951,"Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside."
Elena Undone,2012,"Drama, Romance",6.1,Nicole Conn,"Necar Zadegan, Thunderbird Dinwiddie, Gary Weeks, Sam Harris",6641,"Fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul."
Haunt,2013,"Horror, Thriller",6.3,Scott Beck,"Bryan Woods, Katie Stevens, Will Brittain, Lauryn Alisa McClain, Andrew Lewis Caldwell",37749,"On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real."
Volcano,2013,"Action, Drama, Sci-Fi",5.5,Mick Jackson,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",81661,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.
Cloudy with a Chance of Meatballs 2,2013,"Animation, Adventure, Comedy",6.3,Cody Cameron,"Kris Pearn, Bill Hader, Anna Faris, Will Forte, Neil Patrick Harris",114995,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids."
Conan the Barbarian,2013,"Action, Adventure, Fantasy",5.1,Marcus Nispel,"Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang",102753,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.
Moonraker,2013,"Action, Adventure, Sci-Fi",6.2,Lewis Gilbert,"Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel",108914,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide."
Siu Lam juk kau,2013,"Action, Comedy, Fantasy",7.3,Stephen Chow,"Stephen Chow, Wei Zhao, Yat-Fei Wong, Man-Tat Ng",89372,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
Host,2013,"Horror, Mystery",6.5,Rob Savage,"Haley Bishop, Jemma Moore, Emma Louise Webb, Radina Drandova",39681,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong."
RV,2013,"Adventure, Comedy, Family",5.6,Barry Sonnenfeld,"Robin Williams, Cheryl Hines, Kristin Chenoweth, JoJo",63645,"Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they must ultimately contend with a bizarre community of campers."
Villains,2013,"Comedy, Drama, Horror",6.2,Dan Berk,"Robert Olsen, Bill Skarsgård, Maika Monroe, Blake Baumgartner, Jeffrey Donovan",18393,"After a pair of amateur criminals break into a suburban home, they stumble upon a dark secret that two sadistic homeowners will do anything to keep from getting out."
Good Grief,2013,"Comedy, Drama, Romance",6.4,Dan Levy,"Dan Levy, Ruth Negga, Himesh Patel, Luke Evans",10090,"When his husband unexpectedly dies, Marc's world shatters, sending him and his two best friends on a soul-searching trip to Paris that reveals some hard truths they each needed to face."
Dancer in the Dark,2013,"Crime, Drama, Musical",7.9,Lars von Trier,"Björk, Catherine Deneuve, David Morse, Peter Stormare",116962,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.
Daddy Day Care,2013,"Comedy, Family",5.6,Steve Carr,"Eddie Murphy, Jeff Garlin, Anjelica Huston, Steve Zahn",73850,Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.
If I Stay,2013,"Drama, Fantasy, Music",6.7,R.J. Cutler,"Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard",128378,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on."
Paycheck,2013,"Action, Mystery, Sci-Fi",6.3,John Woo,"Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall",113372,What seemed like a breezy idea that would net an engineer millions of dollars ends up leaving him on the run for his life and trying to piece together why he's being chased.
The Enforcer,2013,"Action, Crime, Thriller",6.7,James Fargo,"Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman",49318,"Inspector ""Dirty"" Harry Callahan reluctantly teams up with rookie Inspector Kate Moore to foil a terrorist organization made up of disgruntled Vietnam veterans."
Cujo,2013,"Horror, Thriller",6.1,Lewis Teague,"Dee Wallace, Daniel Hugh Kelly, Danny Pintauro, Christopher Stone",51077,"Cujo, a friendly St. Bernard, contracts rabies and conducts a reign of terror on a small American town."
Stealth,2013,"Action, Adventure, Sci-Fi",5.1,Rob Cohen,"Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard",56308,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control before it initiates the next world war."
National Treasure: Book of Secrets,2013,"Action, Adventure, Mystery",6.5,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight",253930,Benjamin Gates must follow a clue left inJohn Wilkes Booth's diary to prove his ancestor's innocence in the assassination ofAbraham Lincoln.
Hotel Transylvania 2,2013,"Animation, Adventure, Comedy",6.6,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",143422,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
American Wedding,2013,Comedy,6.3,Jesse Dylan,"Jason Biggs, Alyson Hannigan, Seann William Scott, Eugene Levy",217438,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister."
Pompeii,2013,"Action, Adventure, Drama",5.5,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje",116765,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him."
The Ice Storm,2013,Drama,7.3,Ang Lee,"Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny",60030,"In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control."
Honey Boy,2013,Drama,7.2,Alma Har'el,"Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers",40893,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.
The Brood,2013,"Horror, Sci-Fi",6.8,David Cronenberg,"Oliver Reed, Samantha Eggar, Art Hindle, Henry Beckman",34393,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, amidst a series of brutal murders."
Things Heard & Seen,2013,"Drama, Horror, Mystery",5.3,Shari Springer Berman,"Robert Pulcini, Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter",36214,"An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history."
Walk Hard: The Dewey Cox Story,2013,"Comedy, Music",6.8,Jake Kasdan,"John C. Reilly, Jenna Fischer, David Krumholtz, Nat Faxon",77328,Singer Dewey Cox overcomes adversity to become a musical legend.
Popstar: Never Stop Never Stopping,2013,"Comedy, Drama, Music",6.7,Akiva Schaffer,"Jorma Taccone, Andy Samberg, Jorma Taccone, Akiva Schaffer, Sarah Silverman",68569,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status."
The Changeling,2013,"Horror, Mystery",7.1,Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas, Jean Marsh",40118,"After experiencing tragic personal losses, a music professor rents a Seattle mansion, haunted by a slain boy."
Unlocked,2013,"Action, Thriller",6.3,Michael Apted,"Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich",38772,A CIA interrogator is lured into a ruse that puts London at risk of a biological attack.
The Professor,2013,"Comedy, Drama",6.7,Wayne Roberts,"Johnny Depp, Rosemarie DeWitt, Odessa Young, Danny Huston",37417,A college professor lives his life with reckless abandon after being diagnosed with a terminal illness.
Ace Ventura: When Nature Calls,2013,"Adventure, Comedy, Crime",6.4,Steve Oedekerk,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi",233892,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
Wild Child,2013,Comedy,6.1,Nick Moore,"Emma Roberts, Aidan Quinn, Natasha Richardson, Lexi Ainsworth",64150,A rebellious Malibu princess is shipped off to a strict English boarding school by her father.
The Karate Kid Part II,2013,"Action, Family, Sport",6.1,John G. Avildsen,"Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth",99077,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."
The Hangover Part III,2013,"Comedy, Crime",5.8,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha",335862,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
Three Identical Strangers,2013,"Documentary, Biography, Drama",7.6,Tim Wardle,"Robert Shafran, Michael Domnitz, Howard Schneider, Ellen Cervone",40021,"In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery."
Stranizza d'amuri,2013,"Drama, Romance",7.5,Giuseppe Fiorello,"Simone Raffaele Cordiano, Antonio De Matteo, Raffaele Gangale, Simona Malato",1661,"The troubled relationship between Gianni and Nino, set in the narrow-minded and prejudencial Sicily of 1982."
Freeway,2013,"Crime, Drama, Thriller",6.8,Matthew Bright,"Reese Witherspoon, Kiefer Sutherland, Bokeem Woodbine, Paul Perri",31828,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile."
Kiss the Girls,2013,"Crime, Drama, Mystery",6.6,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur",81331,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.
The Purge: Election Year,2013,"Action, Horror, Sci-Fi",6,James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, J.J. Soria",110250,"Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge."
The Love Witch,2013,"Comedy, Horror, Romance",6.2,Anna Biller,"Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys",19976,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences."
Blackout,2013,Horror,5.2,Larry Fessenden,"Marshall Bell, Michael Buscemi, Joseph Castillo-Midyett, Kevin Corrigan",309,A Fine Arts painter is convinced that he is a werewolf wreaking havoc on a small American town under the full moon.
A Single Man,2013,"Crime, Drama, Romance",7.5,Tom Ford,"Colin Firth, Julianne Moore, Matthew Goode, Nicholas Hoult",117856,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles."
El cuerpo,2013,"Crime, Drama, Mystery",7.6,Oriol Paulo,"Jose Coronado, Hugo Silva, Belén Rueda, Aura Garrido",72617,A detective searches for the body of a femme fatale which has gone missing from a morgue.
The Great Gatsby,2013,"Drama, Romance",6.4,Jack Clayton,"Robert Redford, Mia Farrow, Bruce Dern, Karen Black",26908,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love."
Yentl,2013,"Drama, Musical, Romance",6.6,Barbra Streisand,"Barbra Streisand, Amy Irving, Mandy Patinkin, Nehemiah Persoff",15921,A Jewish girl disguises herself as a boy to enter religious training.
Settlers,2013,"Drama, Sci-Fi, Thriller",4.8,Wyatt Rockefeller,"Sofia Boutella, Ismael Cruz Cordova, Brooklynn Prince, Nell Tiger Free",6075,Mankind's earliest settlers on the Martian frontier do what they must to survive the cosmic elements and each other.
Ghosts of Mars,2013,"Action, Horror, Sci-Fi",4.9,John Carpenter,"Natasha Henstridge, Ice Cube, Pam Grier, Jason Statham",58026,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house."
Hamlet,2013,Drama,7.7,Kenneth Branagh,"Kenneth Branagh, Julie Christie, Derek Jacobi, Kate Winslet",40088,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
The Water Diviner,2013,"Drama, History, War",7,Russell Crowe,"Russell Crowe, Olga Kurylenko, Jai Courtney, Isabel Lucas",78011,An Australian man travels to Turkey after the Battle of Gallipoli to try to locate his three missing sons.
Fire and Ice,2013,"Animation, Adventure, Fantasy",6.5,Ralph Bakshi,"Randy Norton, Cynthia Leake, Steve Sandor, Sean Hannon",12680,"At the end of the ice age, an evil queen and her son are set on conquering the world using magic and warriors. The lone survivor of a crushed village fights back as does the king of Fire Keep."
Uptown Girls,2007,"Comedy, Drama, Romance",6.2,Boaz Yakin,"Brittany Murphy, Dakota Fanning, Heather Locklear, Jesse Spencer",43307,A grown-up woman who kept her childish instincts and behavior starts working as the nanny of an 8-year-old girl who actually acts like an adult. But everything ends right-side up.
The Last Rifleman,2007,Drama,6.5,Terry Loane,"Pierce Brosnan, Clémence Poésy, John Amos, Jürgen Prochnow",1529,"A WWII veteran escapes his care home in Northern Ireland and embarks on an arduous but inspirational journey to France to attend the 75th anniversary of the D-Day landings, finding the courage to face the ghosts of his past."
R.I.P.D.,2007,"Action, Adventure, Comedy",5.6,Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon",143755,"A cop killed by his own partner joins RIPD, an afterlife law enforcement department working to apprehend various monsters disguised as humans living on earth, and gets paired up with a smart-mouthed veteran."
